otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Sey Beach Hotel Spa,14152.5,33,50.0,0.0,0,1,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,Antalya , Alanya 
Start Otel,8210.7,12,750.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Antalya Merkez 
Sun Hotel By En Vie Beach,18945.1,40,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Alanya 
Terra Rossa,6264.1,15,750.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
The Room Hotel Apartments,8830.0,21,600.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Eldar Garden Resort,10752.0,50,200.0,0.0,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Antalya , Kemer-Göynük 
Qinn Hotel,13410.0,11,0.0,1.0,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Muratpaşa 
The Sansa Hotel,11640.0,65,750.0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,Antalya , Manavgat 
Regnum Carya,84600.0,35,0.0,1.0,15,1,1,3,6,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Antalya , Belek-Üçkum Tepesi 
Robinson Nobilis,39815.9,40,0.0,1.0,0,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Antalya , Belek-Acısu Mevkii 
Side Kum Hotel,27783.0,54,500.0,0.0,0,1,1,1,2,1,1,8,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,Antalya , Side-Kumköy 
Sui Resort Hotel,21582.0,98,500.0,0.0,3,1,1,1,1,1,1,4,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Aqı Pegasos Resort,18314.1,96,0.0,1.0,3,1,1,1,2,1,0,3,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,Antalya , Alanya-İncekum 
Port Side Resort Hotel,28470.9,60,,0.0,1,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,Antalya , Side-Evrenseki 
Best Western Plus Khan Hotel,19768.4,12,750.0,0.0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Xeno Eftalia Resort,17656.5,0,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Alanya 
Upperhouse Boutique Hotel,14580.0,225,200.0,1.0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,Antalya , Kaş 
Graf Victor Hotel,8409.6,135,100.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Alanya-Kestel 
Tourist Hotel,11805.4,10,100.0,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Lara-Örnekköy 
Sarp Hotels Kadriye,11437.0,30,750.0,0.0,0,1,1,1,2,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,Antalya , Belek-Kadriye 
Adrasan Nar Çiçeği Otel,35880.0,110,600.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Türkmen Tree Houses,19131.8,95,500.0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Antalya , Olimpos 
The Marilis Hill Resort Hotel Spa,13642.6,90,750.0,0.0,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Sea City Devran Hotel Spa,59918.4,9,100.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Konyaaltı-Konyaaltı 
Belek Golf Village,315360.0,0,,0.0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Belek 
