otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Yalıkavak Marina Garden Hotel,"22.649,17 TL",21000-23000,Bodrum - Yalıkavak ,"52 km, Milas ",50 - 100 Metre Arası,Yok,Var,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
Gvar Apart Hotel,"6.622,50 TL",5000-7000,Antalya - Muratpaşa ,"12 km, Antalya ",400 - 500 Metre Arası,Halk Plajı,Yok,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hakan Otel Bodrum,"6.878,40 TL",5000-7000,Bodrum - Bitez ,"40 km, Milas HA ",50 Metreye Kadar,Özel Plaj,Yok,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hotel Berke Ranch Nature,"12.278,04 TL",11000-13000,Antalya - Kemer-Çamyuva ,"63 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,0,1,1,1,0,0,2,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
Hoyran Wedre Köy Evleri,"29.469,24 TL",29000-31000,Antalya - Demre ,"182 km, Antalya HA ",No Info,Yok,Yok,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kadirs Tree Houses,"15.714,00 TL",15000-17000,Antalya - Olimpos ,"110 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
La Boutique Hotel Suites,"25.316,58 TL",25000-27000,Antalya - Lara ,"15 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Maja Luxury Çeşme,"22.113,00 TL",21000-23000,Çeşme - Çeşme Merkez ,"90 km, Adnan Menderes HA ",Denize Sıfır,Özel Plaj,Var,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
Moonshine Hotel Suites,"9.144,58 TL",9000-11000,Bodrum - Bodrum Merkez ,"28 km, Milas HA ",300 - 400 Metre Arası,Halk Plajı,Yok,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Nostalgia World Otel,"17.640,00 TL",17000-19000,Antalya - Side-Kızılot ,"80 km, Antalya ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Patara Prince Resort,"14.533,21 TL",13000-15000,Antalya - Kalkan ,"120 km, Dalaman ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,3,3,3,1,0,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1
Patron Hotel,"9.000,00 TL",7000-9000,Antalya - Kaleiçi ,"16 km, Antalya HA ",300 - 400 Metre Arası,Yok,Yok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peninsula Gardens Hotel,"44.479,38 TL",+33000,Antalya - Kaş-Çukurbağ Yarımadası ,"152 km, Dalaman ",100 - 200 Metre Arası,Özel Plaj,Yok,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Sey Beach Hotel Spa,"14.152,50 TL",13000-15000,Antalya - Alanya ,"33 km, Gazipaşa HA ",50 - 100 Metre Arası,Özel Plaj,Yok,0,1,1,0,1,1,1,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
Start Otel,"8.210,74 TL",7000-9000,Antalya - Antalya Merkez ,"12 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Sun Hotel By En Vie Beach,"18.945,19 TL",17000-19000,Antalya - Alanya ,"40 km, Gazipaşa HA ",No Info,Özel Plaj,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terra Rossa,"6.264,15 TL",5000-7000,Antalya - Muratpaşa ,"15 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Lifeco Bodrum,"98.812,80 TL",+33000,Bodrum - GölTürkbükü ,"25 km, Milas HA ",50 - 100 Metre Arası,Özel Plaj,Var,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
The Room Hotel Apartments,"8.830,08 TL",7000-9000,Antalya - Konyaaltı ,"21 km, Antalya HA ",600 - 750 Metre Arası,Halk Plajı,Yok,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Elda Köyiçi Alaçatı,"7.650,00 TL",7000-9000,Çeşme - Alaçatı ,"80 km, Adnan Menderes ",No Info,Halk Plajı,Yok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldar Garden Resort,"10.752,00 TL",9000-11000,Antalya - Kemer-Göynük ,"50 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,Yok,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Ena Boutique Hotel,"19.342,08 TL",19000-21000,Bodrum - Bodrum Merkez ,"35 km, Milas HA ",400 - 500 Metre Arası,Halk Plajı,Yok,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Ertan Otel Çeşme,"18.360,00 TL",17000-19000,Çeşme - Çeşme Merkez ,"96 km, Adnan Menderes ",Denize Sıfır,Yok,Yok,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Parkım Ayaz Otel,"16.728,00 TL",15000-17000,Bodrum - Gümbet ,"40 km, Milas HA ",Denize Sıfır,Halk Plajı,Yok,2,0,1,1,3,0,0,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0
Porto Fenari Köyiçi,"9.000,00 TL",7000-9000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qinn Hotel,"13.410,00 TL",13000-15000,Antalya - Muratpaşa ,"11 km, Antalya ",Denize Sıfır,Halk Plajı,Var,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Radisson Blu Hotel Kaş +12 Adults Only,"30.880,04 TL",29000-31000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakız Kızı Alaçatı Butik Otel,"12.000,00 TL",11000-13000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sun Pearl Resort Çeşme,"12.375,00 TL",11000-13000,Çeşme - Çeşme Merkez ,"95 km, Adnan Menderes HA ",Denize Sıfır,Özel Plaj,Var,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Şifne Thermal Hotel,"21.000,00 TL",19000-21000,Çeşme - Ilıca ,"66 km, Adnan Menderes ",Denize Sıfır,Özel Plaj,Yok,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
The Sansa Hotel,"11.640,00 TL",11000-13000,Antalya - Manavgat ,"65 km, Antalya ",750 Metre ve Üzeri,Halk Plajı,Yok,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
Regnum Carya,"84.600,00 TL",+33000,Antalya - Belek-Üçkum Tepesi ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,15,1,1,3,6,2,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Robinson Nobilis,"39.815,98 TL",+33000,Antalya - Belek-Acısu Mevkii ,"40 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,0,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1
Side Kum Hotel,"27.783,00 TL",27000-29000,Antalya - Side-Kumköy ,"54 km, Antalya HA ",500 - 600 Metre Arası,Yok,Yok,0,1,1,1,2,1,1,8,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1
Sui Resort Hotel,"21.582,00 TL",21000-23000,Antalya - Alanya-Okurcalar ,"98 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,Yok,3,1,1,1,1,1,1,4,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
Aqı Pegasos Resort,"18.314,10 TL",17000-19000,Antalya - Alanya-İncekum ,"96 km, AlanyaHA",Denize Sıfır,Mavi Bayraklı Plaj,Var,3,1,1,1,2,1,0,3,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1
Port Side Resort Hotel,"28.470,96 TL",27000-29000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",No Info,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0
Best Western Plus Khan Hotel,"19.768,44 TL",19000-21000,Antalya - Antalya Merkez-Muratpaşa ,"12 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Charm Beach Hotel,"15.606,00 TL",15000-17000,Bodrum - Turgutreis-Akyarlar ,"58 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0
Ritim Apart Otel,"1.681.709,64 TL",+33000,Bodrum - Turgutreis ,"45 km, Milas ",200 - 300 Metre Arası,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mat Butik Otel,"72.000,00 TL",+33000,Çeşme - Ilıca ,"No Info km, No Info",No Info,Yok,Yok,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argos Hotel (+16),"11.258,35 TL",11000-13000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa Dell’arte Hotel Of Arts Leisure,"35.404,66 TL",+33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Key Hisarönü,"47.994,00 TL",+33000,Marmaris - Hisarönü ,"113 km, Dalaman ",Denize Sıfır,Özel Plaj,Yok,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
Lavanta Hotel Turunç,"12.614,40 TL",11000-13000,Marmaris - Turunç ,"120 km, Dalaman HA ",600 - 750 Metre Arası,Özel Plaj,Yok,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monottoman Otel,"15.900,00 TL",15000-17000,Çeşme - Alaçatı ,"96 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Petunya Konak Butik Otel,"13.665,60 TL",13000-15000,Marmaris - İçmeler ,"102 km, DalamanHA",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Xeno Eftalia Resort,"17.656,55 TL",17000-19000,Antalya - Alanya ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mekvin Suites Villas +12 Adults Only,"19.624,61 TL",19000-21000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upperhouse Boutique Hotel,"14.580,00 TL",13000-15000,Antalya - Kaş ,"225 km, Antalya ",200 - 300 Metre Arası,Özel Plaj,Var,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
Graf Victor Hotel,"8.409,60 TL",7000-9000,Antalya - Alanya-Kestel ,"135 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Tourist Hotel,"11.805,42 TL",11000-13000,Antalya - Lara-Örnekköy ,"10 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,Yok,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Sarp Hotels Kadriye,"11.437,06 TL",11000-13000,Antalya - Belek-Kadriye ,"30 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,1,1,2,0,1,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1
Majeste Hotel Bodrum,"7.920,00 TL",7000-9000,Bodrum - Gümbet ,"45 km, Milas ",200 - 300 Metre Arası,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Adrasan Nar Çiçeği Otel,"35.880,00 TL",+33000,Antalya - Adrasan ,"110 km, Antalya HA ",600 - 750 Metre Arası,Halk Plajı,Yok,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Türkmen Tree Houses,"19.131,84 TL",19000-21000,Antalya - Olimpos ,"95 km, Antalya HA ",500 - 600 Metre Arası,Yok,Yok,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
The Marilis Hill Resort Hotel Spa,"13.642,62 TL",13000-15000,Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,Yok,1,1,1,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
Sea City Devran Hotel Spa,"59.918,40 TL",+33000,Antalya - Konyaaltı-Konyaaltı ,"9 km, Antalya ",100 - 200 Metre Arası,Halk Plajı,Yok,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belek Golf Village,"315.360,00 TL",+33000,Antalya - Belek ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
