Otel Adı,Gerçek Fiyat,Tahmin Edilen Fiyat,Fiyat Farkı,Adil Fiyat Aralığı;;;;
Astoria Hotel;12105.0;17.421.064.052.981.100;-5.316.064.052.981.140;Yüksek
Club Mermaid Village;7705.1;15.840.883.148.290.000;-8.135.783.148.290.030;Yüksek
Hane Family Resort Hotel;15257.7;17.446.706.329.382.700;-21.890.063.293.827.700;Yüksek
Miramor Garden Resort;12105.0;16.717.281.624.365.100;-4.612.281.624.365.180;Yüksek
Museum Resort Spa;5292.0;12.659.773.416.238.600;-7.367.773.416.238.650;Yüksek
Mysea Hotels Alara;8505.0;18.746.100.401.150.300;-10.241.100.401.150.300;Yüksek
Side Su Hotel;14133.6;17.907.200.558.755.300;-37.736.005.587.553.600;Yüksek
Flora Bodrum Hotel;14256.0;18.180.850.229.681.600;-3.924.850.229.681.630;Yüksek
Malibu Resort Hotel;11117.6;1.614.765.182.233.210;-50.300.518.223.321.100;Yüksek
Le Meridien Bodrum Beach Resort;42083.1;19.647.681.250.587.600;22.435.418.749.412.300;Düşük
Rubi Platinum Sign;45818.2;190.467.127.788.093;267.714.872.211.907;Düşük
Sentido Lycus Beach;16005.8;1.847.348.540.729.890;-2.467.685.407.298.940;Yüksek
Akay Garden Family Club;8212.5;1.303.223.071.535.930;-4.819.730.715.359.370;Yüksek
Elamir Beach Bungalow;10631.2;17.818.379.438.974.000;-71.871.794.389.740.100;Yüksek
Adin Beach Hotel;33120.0;19.854.765.774.732.100;13.265.234.225.267.800;Düşük
Melas Resort Hotel;29700.0;1.986.253.413.130.690;9.837.465.868.693.040;Düşük
Suess Alaçatı;18000.0;12.710.883.152.793.900;5.289.116.847.206.080;Düşük
Adenya Hotel Resort;33870.6;1.985.933.442.675.980;14.011.265.573.240.100;Düşük
Champion Holiday Village;30801.6;1.976.612.099.726.300;1.103.547.900.273.690;Düşük
Hotel Turan Prince;24576.0;21.939.015.251.712.300;26.369.847.482.876.500;Düşük
İncekum Beach Resort;24990.0;1.983.668.993.169.030;5.153.310.068.309.640;Düşük
Kempinski Hotel Barbaros Bay;35955.0;19.813.892.748.063.300;16.141.107.251.936.600;Düşük
Lonicera Resort Spa Hotel;30723.0;21.632.021.279.481.000;9.090.978.720.518.940;Düşük
Modern Saraylar Halal Hotel Spa;18450.0;12.817.168.219.804.500;5.632.831.780.195.410;Düşük
Sailors Beach Club;17923.2;2.025.766.998.459.620;-23.344.699.845.962.200;Yüksek
Seaden Quality Resort;40374.4;19.036.473.709.164.400;2.133.792.629.083.550;Düşük
Sentido Kamelya Fulya Hotel;17981.5;21.896.714.705.210.600;-39.152.147.052.106.300;Yüksek
Hedef Beach Resort Spa;1756715.2;19.432.864.485.893.200;17.372.823.355.141.000;Düşük
Orange County Belek;26733.0;19.024.032.828.823.700;7.708.967.171.176.250;Düşük
Seashell Resort Spa Hotel;23400.0;2.012.485.220.316.060;32.751.477.968.393.000;Düşük
Side Star Beach;6750.0;198.668.781.560.048;-13.116.878.156.004.800;Yüksek
Ayayorgi Hotel By T;12276.0;12.961.414.894.734.300;-6.854.148.947.343.270;Yüksek
Baldan Suites;110694.0;18.427.410.474.946.100;9.226.658.952.505.380;Düşük
Golden Key Bördübet;47994.0;15.623.235.979.638.300;32.370.764.020.361.600;Düşük
Adalya Art Side Hotel;14641.8;18.368.435.115.903.400;-3.726.635.115.903.430;Yüksek
Akra Hotel;23348.4;19.413.800.931.862.700;39.345.990.681.372.800;Düşük
Annabella Diamond Hotel Spa;13770.0;1.902.105.912.145.690;-525.105.912.145.695;Yüksek
Aska Lara Resort Spa;32140.8;18.000.004.070.212.400;14.140.795.929.787.500;Düşük
Aydınbey King`s Palace Hotel;38127.9;206.188.616.014.403;175.090.383.985.597;Düşük
Belconti Resort Hotel;31356.5;21.118.095.702.510.400;10.238.404.297.489.500;Düşük
Blue Marlin Deluxe Spa Resort;15552.0;18.899.866.031.910.600;-3.347.866.031.910.690;Yüksek
Cape Bodrum Luxury Hotel Beach;50400.0;1.968.769.591.764.950;3.071.230.408.235.040;Düşük
Club Hotel Turan Prince World;21060.0;21.060.100.263.137.700;-0.10026313775597373;Orta
Corendon Playa Kemer;21654.6;20.444.447.807.609;12.101.521.923.909.900;Düşük
Doubletree By Hilton Bodrum Işıl Club Resort;12750.0;20.245.669.236.859.600;-7.495.669.236.859.680;Yüksek
Elegance Hotel Marmaris;24675.8;19.914.963.505.523.400;4.760.836.494.476.580;Düşük
Emelda Sun Club;33345.0;21.464.663.489.794.600;11.880.336.510.205.300;Düşük
Kirman Calyptus Resort Spa;17100.0;1.715.055.273.284.740;-5.055.273.284.744.900;Orta
Kirman Leodikya Resort;23625.0;2.034.248.620.022.330;32.825.137.997.766.200;Düşük
Kirman Sidera Luxury Spa;19500.0;20.819.986.823.128.400;-13.199.868.231.284.100;Yüksek
Lujo Bodrum;64213.5;242.393.482.119.831;399.741.517.880.169;Düşük
Martı La Perla;18432.0;19.124.155.852.009.100;-6.921.558.520.091.270;Yüksek
Mirage World Hotel;15637.0;19.183.772.158.890.800;-3.546.772.158.890.890;Yüksek
Mylome Luxury Hotel Resort;24008.4;2.136.704.095.271.650;26.413.590.472.834.900;Düşük
Nirvana Cosmopolitan Hotel;39785.2;20.030.427.281.831.600;19.754.772.718.168.300;Düşük
Orange County Alanya;37050.0;20.424.103.558.164.200;16.625.896.441.835.700;Düşük
Pirate`s Beach Club;14400.0;19.375.167.131.324.100;-4.975.167.131.324.110;Yüksek
Port Nature Luxury Resort Hotel Spa;18144.0;2.166.618.997.759.460;-35.221.899.775.946.200;Yüksek
Seven Seas Hotel Life;23400.0;2.033.263.397.198.910;3.067.366.028.010.800;Düşük
Side Star Elegance;24824.2;2.150.259.148.606.720;33.216.085.139.327.200;Düşük
Sueno Hotels Deluxe Belek;43875.0;2.142.159.205.960.140;2.245.340.794.039.850;Düşük
Sueno Hotels Golf Belek;40500.0;18.078.534.023.471.900;22.421.465.976.528.000;Düşük
Sunis Hotel Su;30375.0;1.974.504.835.399.630;10.629.951.646.003.600;Düşük
Sunis Kumköy Beach Resort;32400.0;2.042.849.779.870.160;1.197.150.220.129.830;Düşük
Swandor Hotels Resort Topkapı Palace;30958.2;21.183.744.238.115.000;9.774.455.761.884.980;Düşük
The Marmara Bodrum;31788.2;131.640.123.979.345;186.241.876.020.655;Düşük
White City Resort Spa;20565.0;20.556.329.934.503.000;8.670.065.496.968.160;Orta
Wind Of Lara Hotel Spa;27154.2;13.732.257.385.380.300;13.421.942.614.619.600;Düşük
Swiss Otel Resort Spa Çeşme;60096.6;1.893.916.044.591.310;4.115.743.955.408.680;Düşük
The Raga Side Hotel;17544.9;19.411.795.456.705.100;-18.668.954.567.051.400;Yüksek
Throne Beach Resort Spa;14805.0;18.816.808.695.245.300;-40.118.086.952.453.500;Yüksek
Adrasan Beach Club Hotel;9450.0;17.805.830.196.898.000;-8.355.830.196.898.010;Yüksek
Ag Hotels Antalya;11069.1;12.606.589.325.271.300;-15.374.893.252.713.600;Yüksek
Ambrosia Hotel;22500.0;19.449.782.493.187.400;3.050.217.506.812.550;Düşük
Marvida Hotel Akman Park;17784.0;1.895.425.559.913.580;-11.702.555.991.358.800;Yüksek
Merve Sun Hotel;10005.8;16.732.664.107.690.300;-6.726.864.107.690.380;Yüksek
Nashira City Resort Hotel;20748.1;13.336.065.294.658.500;7.412.034.705.341.410;Düşük
Optimum Luxury Hotel;19884.6;14.756.753.933.902.100;5.127.846.066.097.810;Düşük
Palmea Hotel;9072.0;18.372.719.894.111.600;-9.300.719.894.111.670;Yüksek
Royal Atlantis Beach;19074.0;20.085.211.459.456.400;-10.112.114.594.564.500;Yüksek
Celeste Bella Luxury Hotel Spa;16428.0;16.675.714.317.886.400;-2.477.143.178.864.420;Orta
Club Hotel Sidelya;18921.0;1.788.930.952.123.250;10.316.904.787.674.500;Düşük
Costa Farilya Special Class Hotel Bodrum;25920.0;18.898.717.090.762.900;70.212.829.092.370.300;Düşük
Golden Lotus Hotel;16672.5;19.241.801.679.599.200;-2.569.301.679.599.230;Yüksek
Green Garden Suites;35700.0;1.743.990.081.343.220;1.826.009.918.656.770;Düşük
İncekum Su Hotel;15091.2;1.920.711.268.650.900;-411.591.268.650.904;Yüksek
Sunny Hill Alya Hotel;11680.2;17.048.269.171.723.900;-5.368.069.171.723.910;Yüksek
The Beachfront Hotel;16875.0;1.883.159.714.470.210;-19.565.971.447.021.500;Yüksek
Yalıhan Una Hotel;23814.0;1.963.366.741.921.130;4.180.332.580.788.620;Düşük
Orfeus Park Hotel;17879.4;1.682.651.038.756.430;10.528.896.124.356.300;Düşük
Orfeus Queen Spa;17997.0;16.473.857.358.501.500;15.231.426.414.984.200;Düşük
Alkan Hotel;8640.0;17.841.891.920.520.300;-9.201.891.920.520.390;Yüksek
Atrium Hotel Bodrum;10200.0;17.960.098.221.777.000;-7.760.098.221.777.050;Yüksek
Begonville Beach Hotel;26069.7;18.561.485.930.288.500;7.508.214.069.711.430;Düşük
Begonville Hotel;7500.0;17.110.033.328.947.100;-9.610.033.328.947.190;Yüksek
Britannia Hotel;9900.0;17.821.524.302.662.900;-7.921.524.302.662.980;Yüksek
Side Sunberk Hotel;9720.0;17.075.507.659.219.000;-73.555.076.592.190.200;Yüksek
Alanya Risus Park Hotel;10987.3;17.599.218.657.558.800;-6.611.918.657.558.830;Yüksek
Almena City Hotel;4415.0;175.700.249.013.722;-13.155.024.901.372.100;Yüksek
Aurasia Deluxe Hotel;6303.6;18.422.183.828.478.600;-12.118.583.828.478.600;Yüksek
Ayhan Hotel Antalya;13623.6;12.531.277.246.221.700;10.923.227.537.782.800;Düşük
Belcan Hotel;4730.3;17.655.299.900.079.800;-12.924.999.900.079.800;Yüksek
Peramis Hotel Spa;10800.0;14.641.016.234.898.700;-3.841.016.234.898.750;Yüksek
Prima Hotel Lara;7148.1;12.835.726.371.385.900;-5.687.626.371.385.900;Yüksek
Reis Maris Hotel;4415.0;1.718.906.903.935.570;-12.774.069.039.355.700;Yüksek
Sealine Suite Hotel;15598.4;16.629.319.264.921.100;-10.309.192.649.211.700;Yüksek
Suite Laguna Otel;24471.9;12.462.428.399.266.400;12.009.471.600.733.500;Düşük
Sunpoint Hotel Bodrum;7383.5;17.085.056.639.707;-9.701.556.639.707;Yüksek
Winecity Otel;7800.0;1.235.319.876.700.240;-455.319.876.700.249;Yüksek
Atalla Otel;11880.0;12.534.618.463.247.800;-6.546.184.632.478.320;Yüksek
Send Apart Hotel;18721.2;14.547.722.689.775.500;4.173.477.310.224.430;Düşük
Asfiya Loft Apartments;11937.6;15.731.271.308.440.500;-3.793.671.308.440.530;Yüksek
Bahçe Apart;19764.7;11.951.044.795.036.100;7.813.655.204.963.860;Düşük
Bella Rose Apart Hotel;9469.9;1.535.192.727.080.430;-588.202.727.080.435;Yüksek
Göncü Apart Otel;7800.0;1.726.449.489.989.970;-946.449.489.989.975;Yüksek
Hayal Fener;8409.6;14.234.234.545.478.400;-5.824.634.545.478.410;Yüksek
Hayal Residence Apart Hotel;10512.0;1.780.737.126.501.770;-7.295.371.265.017.710;Yüksek
Heredot`s House;13411.7;12.551.902.019.206.200;8.597.979.807.937.480;Düşük
House Of Marmaris;19437.5;14.948.393.971.596.100;4.489.106.028.403.800;Düşük
Kemer Residence;29442.4;17.422.798.077.047.100;12.019.601.922.952.800;Düşük
Halikarnas Pansiyon;6000.0;17.495.389.362.696.800;-11.495.389.362.696.800;Yüksek
Kemer Pansiyon;4660.8;12.294.192.183.507.400;-7.633.392.183.507.420;Yüksek
Khans Bb Hotel;10800.0;16.027.833.359.622.200;-5.227.833.359.622.210;Yüksek
Merhaba Pansiyon;6000.0;17.315.330.372.273.900;-11.315.330.372.273.900;Yüksek
Tuthaliya Boutique Hotel;6000.0;12.286.867.481.750.200;-6.286.867.481.750.250;Yüksek
Yalıyanı Motel Restaurant;9600.0;1.782.809.658.950.610;-8.228.096.589.506.180;Yüksek
Lara Park Hotel;12806.1;1.691.419.270.649.340;-41.080.927.064.934.700;Yüksek
Laren Family Hotel Spa;17491.8;1.244.397.321.313.970;504.782.678.686.026;Düşük
Leaf Port Hotel;13867.2;164.587.960.545.335;-25.915.960.545.335;Yüksek
Life Point Boutique Hotel;13500.0;18.902.258.777.424.300;-54.022.587.774.243.000;Yüksek
Likya Adrasan Otel;9306.0;15.740.533.929.435.300;-6.434.533.929.435.350;Yüksek
Lvzz Hotel Residencess Spa;18000.0;12.832.116.307.271.400;5.167.883.692.728.530;Düşük
Martı Hemithea Hotel;54268.1;18.832.447.711.876.500;3.543.565.228.812.340;Düşük
Mediterra Art Hotel;16414.4;12.935.011.517.805.700;34.793.884.821.942.000;Düşük
Meis Exclusive Hotel;36900.0;18.602.567.168.404.700;18.297.432.831.595.200;Düşük
Mielo Lara Hotel;10371.2;1.690.363.931.925.760;-6.532.439.319.257.620;Yüksek
Moda Beach Boutique Hotel;6069.0;18.015.377.619.629.700;-11.946.377.619.629.700;Yüksek
Elegance East Hotel;26498.1;15.997.061.621.767.700;10.501.038.378.232.200;Düşük
Kemerlihan Deluxe Hotel;37800.0;12.737.081.944.016.500;25.062.918.055.983.400;Düşük
Kimera Lounge Hotel Çıralı;37843.2;17.921.224.784.526.600;1.992.197.521.547.330;Düşük
Lucky Angel Otel;13315.2;12.193.973.155.750.700;11.212.268.442.492.800;Düşük
Melissa Moment Apart;9672.6;15.336.726.593.774.000;-5.664.126.593.774.090;Yüksek
Bloomtalya Hotel;12676.8;12.208.352.196.188.400;4.684.478.038.115.370;Orta
Bodrum Marma Otel;6120.0;12.304.557.820.306.900;-6.184.557.820.306.900;Yüksek
Bodrum Oscar Hotel;21113.2;14.590.335.367.184.800;6.522.864.632.815.110;Düşük
Bu Bungalow Hotel;13500.0;11.990.163.095.880.100;1.509.836.904.119.880;Düşük
Caresse A Luxury Collection Resort Spa;58120.2;1.905.046.342.905.940;39.069.736.570.940.500;Düşük
Casa Bi Otel;65880.0;17.829.855.830.192.900;48.050.144.169.807.000;Düşük
Char Me Hotel;24570.0;17.510.115.028.181.500;70.598.849.718.184.800;Düşük
Hera Hotels Alaçatı;9600.0;12.190.066.804.772.900;-25.900.668.047.729.900;Yüksek
Hotel 1207 Special Class;15414.0;15.414.099.308.463.500;-0.09930846356292022;Orta
Hotel Pier Bodrum;12372.0;12.353.514.302.071.900;18.485.697.928.066.600;Orta
İnci Mira Hotel;11510.6;16.673.346.426.619.700;-5.162.746.426.619.730;Yüksek
Joya Del Mar Hotel;39000.0;1.824.897.426.783.490;2.075.102.573.216.500;Düşük
Just Dream Suite;9000.0;13.458.322.836.839.400;-4.458.322.836.839.410;Yüksek
Kalamar Hotel;14986.0;1.786.731.926.069.400;-2.881.319.260.694.020;Yüksek
Kaliptus Hotel;5400.0;1.556.349.478.476.190;-1.016.349.478.476.190;Yüksek
Mare Marin Hotel Bodrum;24000.0;172.652.428.834.128;67.347.571.165.872;Düşük
Marin A Hotel;10200.0;17.987.652.069.945.100;-7.787.652.069.945.170;Yüksek
Marina Loft;16800.0;13.764.835.014.980.100;30.351.649.850.198.900;Düşük
Mea Reisdere Otel;10500.0;12.279.761.878.616.900;-1.779.761.878.616.920;Yüksek
Mes Mudita Boutique Hotel;10800.0;12.497.873.093.031.100;-1.697.873.093.031.160;Yüksek
Ruinadalia Hotel;31237.4;1.406.428.882.508.140;17.173.111.174.918.500;Düşük
Sea View Otel;20520.0;18.644.723.114.126.700;1.875.276.885.873.230;Düşük
Side Erenler Hotel;13500.0;17.789.798.957.176.500;-4.289.798.957.176.550;Yüksek
Hotel Villa Turka Alanya;14716.8;1.777.140.105.473.060;-30.546.010.547.306.900;Yüksek
Adrasan Eliz Apart Bungalow;21000.0;13.295.060.079.046.300;7.704.939.920.953.650;Düşük
Afflon Hotels Loft City;15141.7;13.910.072.148.468.100;12.316.278.515.318.300;Düşük
Alp Paşa Konağı;27594.1;1.361.242.544.402.900;13.981.674.555.970.900;Düşük
Anelli Hotel;10515.0;12.330.683.274.043.500;-1.815.683.274.043.540;Yüksek
Antalya Madi Hotel;5100.0;12.584.840.772.628.600;-7.484.840.772.628.600;Yüksek
Delfi Hotel Spa Wellness;17640.0;1.793.518.119.128.820;-29.518.119.128.821.800;Orta
Derin Ma Sorgun;14533.2;12.219.352.271.191.500;2.313.847.728.808.400;Düşük
Dosi Hotel;9000.0;1.438.735.310.238.110;-5.387.353.102.381.150;Yüksek
Güvenpark Residence Hotel;44479.3;12.469.151.946.896.500;32.010.148.053.103.400;Düşük
Woo Town Suites;6797.7;16.468.238.359.749.100;-9.670.538.359.749.130;Yüksek
Alaçatı Private Otel;6630.0;12.110.556.935.772.100;-5.480.556.935.772.110;Yüksek
Jasmin Elite Residence Spa;21032.3;1.832.914.640.834.760;2.703.153.591.652.360;Düşük
L`olive Homes Marmaris;20183.0;17.684.403.506.011.400;2.498.596.493.988.590;Düşük
Ring Beach Hotel;13813.8;18.657.083.733.239.600;-4.843.283.733.239.600;Yüksek
Zena Hotel Bodrum;9600.0;18.676.228.966.713.600;-9.076.228.966.713.600;Yüksek
Ahsen Hotel;13500.0;12.325.048.403.696.900;11.749.515.963.030.900;Düşük
Alaçatı Otel Rebetiko;10500.0;12.120.322.813.215.400;-16.203.228.132.154.800;Yüksek
İnnvista Belek Antalya;16320.0;13.918.060.287.953.100;24.019.397.120.468.200;Düşük
Kirman Arycanda De Luxe;23625.0;20.566.027.355.085.300;30.589.726.449.146.700;Düşük
Royal Alhambra Palace;35100.0;2.026.290.501.570.490;14.837.094.984.295.000;Düşük
Rubi Platinum Spa Resort Suites;34037.2;19.760.320.536.223.400;1.427.687.946.377.650;Düşük
Salmakis Resort Spa;24795.0;1.985.560.118.794.620;4.939.398.812.053.790;Düşük
Seaden Sea World Resort;18144.0;20.444.991.342.478.200;-23.009.913.424.782.900;Yüksek
Sealife Buket Beach Hotel;20126.4;20.136.568.157.212.300;-1.016.815.721.236.340;Orta
Seher Resort Spa;16380.0;19.932.817.191.826.000;-3.552.817.191.826.020;Yüksek
Hedef Resort Hotel Spa;10822.5;19.084.703.681.032.100;-8.262.203.681.032.100;Yüksek
Mary Palace Hotel Spa;24412.5;1.612.075.833.887.120;829.174.166.112.877;Düşük
Seven Seas Hotel Blue;23400.0;21.301.511.743.424.100;2.098.488.256.575.860;Düşük
Side Royal Palace Hotel Spa;18514.0;1.779.107.123.861.070;7.229.287.613.892.880;Düşük
Trendy Aspendos Beach;32400.0;20.587.615.786.849.700;11.812.384.213.150.200;Düşük
Hedef Kleopatra Hotel;9517.5;17.872.386.590.659.900;-8.354.886.590.659.900;Yüksek
Justiniano Club Alanya;22325.7;19.960.171.015.448.600;23.655.289.845.513.100;Düşük
Larissa Sultans Beach Hotel;16200.0;1.863.128.084.970.810;-24.312.808.497.081.200;Yüksek
Mysea Hotels İncekum;9450.0;19.016.211.615.563.900;-9.566.211.615.563.940;Yüksek
Otel Zeytinada;15687.0;16.534.104.399.111.400;-8.471.043.991.114.050;Yüksek
Pineta Park Deluxe Hotel;20520.0;1.705.800.919.112.540;34.619.908.088.745.500;Düşük
Sayanora Hotel;9801.0;18.165.552.277.353.600;-8.364.552.277.353.640;Yüksek
Seaden Corolla Hotel Side;14256.0;1.825.809.229.133.350;-40.020.922.913.335.300;Yüksek
Tu Casa Gelidonya Hotel;13708.8;17.931.700.288.585.200;-4.222.900.288.585.200;Yüksek
Avena Resort Spa Hotel;13851.0;18.543.259.822.954.200;-4.692.259.822.954.240;Yüksek
Blue Wave Suite Hotel;12144.0;16.225.745.507.071.500;-4.081.745.507.071.540;Yüksek
Eldar Resort Hotel;11700.0;16.579.071.401.571.200;-4.879.071.401.571.200;Yüksek
Gardenia Beach Hotel;13433.4;19.104.238.660.338.500;-5.670.838.660.338.570;Yüksek
Grand Miramor Hotel;13005.0;18.640.761.491.658.200;-5.635.761.491.658.210;Yüksek
Acropol Of Bodrum Beach Hotel;11700.0;18.595.781.249.073.200;-6.895.781.249.073.280;Yüksek
