otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Kirman Sidera Luxury Spa,24375.0,90,0.0,1.0,5,1,1,1,2,1,1,5,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Lujo Bodrum,69153.0,15,0.0,1.0,9,1,5,4,4,1,0,14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,Bodrum , Güvercinlik 
Martı La Perla,18432.0,105,0.0,0.0,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,Marmaris , İçmeler 
Mirage World Hotel,15637.0,90,50.0,0.0,0,1,1,1,4,0,1,3,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,Marmaris , İçmeler 
Mylome Luxury Hotel Resort,24008.4,90,0.0,1.0,5,1,1,1,3,1,0,7,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya-Okurcalar 
Nirvana Cosmopolitan Hotel,39785.2,0,0.0,1.0,5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Lara-Kundu 
Seven Seas Hotel Life,23400.0,45,0.0,1.0,1,1,2,1,3,0,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Antalya , Kemer-Göynük 
Side Star Elegance,24824.2,65,0.0,0.0,5,1,1,1,3,0,0,8,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Side-Kumköy 
Sky Business Hotel,10500.0,9,,0.0,1,1,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Antalya Merkez 
Sueno Hotels Deluxe Belek,43875.0,30,0.0,1.0,6,1,2,2,1,2,1,6,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,Antalya , Belek 
Sueno Hotels Golf Belek,40500.0,30,300.0,1.0,0,1,2,2,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,Antalya , Belek-Taşlıburun 
Sunis Hotel Su,30375.0,18,0.0,0.0,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,Antalya , Konyaaltı-Konyaaltı 
Sunis Kumköy Beach Resort,32400.0,60,0.0,0.0,6,1,1,1,6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Antalya , Side-Kumköy 
Swandor Hotels Resort Topkapı Palace,30958.2,16,0.0,1.0,3,0,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Antalya , Lara-Kundu 
Swiss Otel Resort Spa Çeşme,60010.9,87,100.0,1.0,3,1,0,0,1,1,1,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,Çeşme , Ilıca 
The Raga Side Hotel,17544.9,55,50.0,0.0,1,1,1,1,1,1,0,5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Antalya , Side-Manavgat 
Throne Beach Resort Spa,14805.0,80,100.0,0.0,2,1,1,1,1,1,0,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,Antalya , Manavgat 
Adrasan Beach Club Hotel,6480.0,120,100.0,0.0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,Antalya , Adrasan 
Ag Hotels Antalya,11059.6,6,750.0,0.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Alexius Beach Hotel,9621.1,40,,0.0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,Antalya , Kemer-Beldibi 
Ambrosia Hotel,22500.0,45,0.0,0.0,1,0,1,1,1,0,0,3,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Bodrum , Bitez 
Aqı Hydros Club,16891.2,65,0.0,1.0,3,1,0,1,2,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Antalya , Kemer-Merkez 
Merve Sun Hotel,10005.8,65,300.0,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side 
Motto Premium Hotel Spa,16944.0,90,,0.0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,Marmaris , Siteler 
Nashira City Resort Hotel,20748.1,18,750.0,0.0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Antalya Merkez 
Olbia Hotel,9475.2,20,,0.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Konyaaltı 
Optimum Luxury Hotel,19844.8,10,500.0,0.0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,Antalya , Lara 
Palmea Hotel,9072.0,95,100.0,0.0,0,1,1,1,1,0,1,3,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,Marmaris , Armutalan 
Royal Atlantis Beach,28635.4,50,0.0,0.0,2,1,1,1,2,1,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Side-Çolaklı 
Seher Kumköy Star Resort Spa,18720.0,60,0.0,0.0,2,0,1,1,1,1,0,5,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Side-Manavgat 
Cooks Club Alanya +12 Adult Only,12681.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Costa Farilya Special Class Hotel Bodrum,25996.8,48,0.0,1.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,Bodrum , Gündoğan 
Golden Lotus Hotel,16672.5,55,0.0,1.0,0,0,1,1,1,1,1,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,Antalya , Kemer-Merkez 
Green Garden Suites,35700.0,39,200.0,0.0,1,1,1,1,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Alanya-Obagöl 
İdaş Hotel +16,11768.4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
İncekum Su Hotel,15091.2,95,0.0,0.0,0,1,1,1,1,1,0,3,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Antalya , Alanya 
Kleopatra Ada Hotel,8775.0,120,50.0,0.0,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Antalya , Alanya 
Kleopatra Royal Palm Hotel,10125.0,118,,0.0,1,0,1,1,2,0,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,Antalya , Alanya 
Orfeus Queen Spa,20568.0,55,300.0,0.0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,Antalya , Side-Çolaklı 
Alkan Hotel,6480.0,96,100.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Marmaris , Merkez 
Atrium Hotel Bodrum,8812.6,35,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bodrum , Bodrum Merkez 
Begonville Beach Hotel,12566.4,90,0.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Marmaris , Siteler 
Begonville Hotel,9655.8,90,200.0,0.0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Marmaris , Siteler 
Britannia Hotel,4560.0,55,100.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,Antalya , Kemer-Merkez 
Çıralı Azur Hotel,23946.8,90,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,Antalya , Çıralı 
Elista Boutique Hotel Spa,47277.4,35,0.0,1.0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Bodrum , Türkbükü 
Ayhan Hotel Antalya,13611.9,10,750.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez-Muratpaşa 
Belcan Hotel,4726.3,45,100.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Antalya , Kemer 
Blue Bay Beach Hotel,6750.0,45,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,Bodrum , Bitez 
Blue Marina Hotel Spa,9477.9,10,,0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Sunpoint Hotel Bodrum,8860.8,38,200.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,Bodrum , Gümbet 
The Abc Hotel,44112.6,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Zeynel Hotel,12150.0,21,,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Atalla Otel,9274.9,8,750.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Antalya , Muratpaşa 
Send Apart Hotel,6600.0,19,500.0,0.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Nasa Flora Otel,10290.0,15,100.0,1.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Lara 
Beyond Otel,11708.8,20,50.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Antalya Merkez 
Derin Luxury Hotel,6000.0,0,,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Merkez 
Hayal Fener,8402.4,8,500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Hayal Residence Apart Hotel,10503.0,15,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
Heredot`s House,13411.7,115,750.0,0.0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Finike 
House Of Marmaris,19421.0,95,400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Marmaris , Siteler 
Kemer Residence,29417.2,41,100.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Antalya , Kemer 
Lara Marine Homes,15754.5,9,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Maison 48 Apart,11332.7,40,300.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bodrum , Gümbet 
New Safir Apart Hotel,13657.9,15,400.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Lara-Kundu 
Adrasan Lykia Edrassa Hotel,10350.0,110,,1.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,Antalya , Adrasan 
Akkan Beach Hotel,13375.8,35,,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Akkan Luxury Hotel,17959.8,35,50.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Bodrum , Bodrum Merkez 
Amore Boutique Hotel,6805.9,80,300.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Kemer-Tekirova 
Art Suites Bodrum,30000.0,55,0.0,1.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,Bodrum , Yalıkavak 
Azuu Boutique Hotel,9061.7,15,750.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Lara 
Babil Butik Hotel,8302.5,20,100.0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Antalya , Konyaaltı 
Bodrium Hotel And Spa,22950.0,35,750.0,0.0,1,0,1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,Bodrum , Bodrum Merkez 
Mediterra Art Hotel,17628.8,16,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaleiçi 
Meis Exclusive Hotel,36900.0,165,0.0,1.0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
Mielo Lara Hotel,10692.0,6,200.0,0.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Lara 
Moda Beach Boutique Hotel,6069.0,90,50.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Marmaris , Merkez 
Olympos Village Reluxury Hotel,19200.0,85,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,Antalya , Olimpos 
Palmalife Hotel,33924.6,45,0.0,1.0,1,1,4,1,1,1,0,3,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,Bodrum , Yalıkavak-Gökçebel 
Sealife Lounge Hotel,13838.7,19,,0.0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Antalya , Konyaaltı 
Seçkin Best Hotel Bodrum,14906.5,40,750.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Adrasan Yonca Otel,22056.3,110,,1.0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,Antalya , Adrasan 
Afet Hanım Konağı,12622.2,84,750.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ala Otel Alaçatı,23106.6,90,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Çeşme , Alaçatı 
Alaçatı Ala Konak Butik Otel,15000.0,90,750.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Alaçatı Roka Taş Otel,14000.0,70,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Alaçatı Sade Otel,19901.8,80,,0.0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Çeşme , Alaçatı 
Alanarin Alaçatı,27489.0,95,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Ali`s Boutique Hotel,9000.0,0,,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Bodrum , Ortakent-Yahşi 
Cocopalm Boutique Hotel,24000.0,83,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Comfy Otel Antalya Lara,3655.0,9,400.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Cumbalıca Beach Otel,24000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Ilıca 
Çeşme Flowers Otel,60000.0,0,600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Çeşme Merkez 
Kaliptus Hotel,5400.0,65,400.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Antalya , Kemer-Merkez 
Karden Otel,9463.3,14,50.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Kaş Gardenia Hotel,16236.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Kaş 
Kemer Park Hotel,6000.0,4,750.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
Kemer Suite Apart Otel,4200.0,60,300.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kemer 
Kempinski Residences Bodrum Barbaros Reserve,241920.0,43,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Yalıçiftlik 
Köşe Konak Hotel,33273.4,85,750.0,0.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Kybele Suites Alaçatı,13800.0,85,750.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Mucho Butik Otel,7560.0,20,300.0,0.0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
Nebilux Hotel,10506.0,12,,0.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Muratpaşa 
Neva Hotel Alaçatı,18905.4,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
No81 Hotel,32195.7,38,0.0,1.0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,Bodrum , Türkbükü 
Olsen Hotel,8959.1,0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Muratpaşa 
Oscar Garden Hotel,11815.8,14,500.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Antalya , Muratpaşa 
Otel Gümüşlük,15000.0,60,50.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Gümüşlük 
Otto Palace Boutique Hotel,16200.0,0,,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
The Hotel 48,7566.5,31,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bodrum , Bodrum Merkez 
The Local House Alaçatı,44375.1,67,,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Çeşme , Alaçatı 
The Luxury Shelters,21000.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş 
Toll Garden,13950.0,65,,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Side 
True Blue Boutique Hotel,26520.2,220,200.0,0.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Kalkan 
Türkay Hotel,18000.0,0,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Un Amor Hotel +16 Adults Only,13500.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Viento Hotel Alaçatı,38400.0,95,750.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Hoyran Wedre Köy Evleri,29444.0,182,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Kadirs Tree Houses,16200.0,110,750.0,0.0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Antalya , Olimpos 
La Boutique Hotel Suites,25258.8,15,0.0,0.0,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Antalya , Lara 
Maja Luxury Çeşme,22113.0,90,0.0,1.0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Çeşme , Çeşme Merkez 
Moonshine Hotel Suites,9847.5,28,300.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Bodrum , Bodrum Merkez 
Nostalgia World Otel,17640.0,80,100.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Antalya , Side-Kızılot 
Patara Prince Resort,16053.9,120,0.0,1.0,3,1,3,3,3,1,0,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,Antalya , Kalkan 
Patron Hotel,9000.0,16,300.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaleiçi 
Alya Sierra Villa Hotel,48960.0,28,750.0,1.0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Bodrum , Torba 
Anchor Alaçatı,13260.0,85,,0.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Antalya Business Hotel,11497.8,13,750.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez 
Apaz Alaçatı,13500.0,85,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Asha Alaçatı,5251.5,85,,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Çeşme , Alaçatı 
Aslı Bungalow,6304.5,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Astrid Otel Bodrum,9900.0,61,100.0,0.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Bodrum , Gümüşlük 
Atalante Hotel,10550.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
İberis Lara Hotel,8258.8,9,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
İrenic Hotel,12288.4,27,600.0,0.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Jura Hotels Bodrum Resort,8568.0,48,0.0,0.0,1,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,Bodrum , Ortakent-Yahşi 
Kalkan Saray Suites (Adult Only +13),23692.6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Null,
Lara Beach Homes,9778.2,10,750.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Antalya , Lara 
